"","LGA","m_count","f_count","m_percent","f_percent"
"506",61810,3318,3298,0.501435695934714,0.498413178177422
"507",62010,490,412,0.54083885209713,0.454746136865342
"508",62210,3375,3391,0.49896510940272,0.501330573625074
"509",62410,2238,2159,0.508636363636364,0.490681818181818
"510",62610,22388,23863,0.484033468099367,0.515923291462175
"511",62810,24573,25866,0.48718253732231,0.51281746267769
"512",63010,8079,8119,0.49873448978332,0.501203778010988
"513",63210,3133,2993,0.511259791122715,0.488413838120104
"514",63410,810,776,0.511041009463722,0.489589905362776
"515",63610,17327,18525,0.483278944579254,0.516693163751987
"516",63810,5256,5447,0.491260865501449,0.509113001215067
"517",64010,31569,33706,0.483638202040629,0.516377117994914
"518",64210,9425,9857,0.488797842547454,0.511202157452546
"519",64610,6359,6458,0.495944470441429,0.503665574793324
"520",64810,7134,7282,0.494935479395033,0.505203274594145
"521",65010,3116,2930,0.515637928181367,0.484858513983121
"522",65210,1222,1154,0.515177065767285,0.486509274873524
"523",65410,6719,6861,0.494844601561349,0.505302695536898
"524",65610,2159,1992,0.520366353338154,0.480115690527838
"525",65810,11131,11589,0.489963905273352,0.510124130645303
"526",70200,12131,12621,0.490082010261382,0.509877590595079
"527",70420,3425,3231,0.514650638617581,0.4854996243426
"528",70540,92,71,0.560975609756098,0.432926829268293
"529",70620,1780,1894,0.484090290998096,0.515093826488986
"530",70700,693,623,0.525398028809704,0.472327520849128
"531",71000,40446,38355,0.513248058474189,0.486713872392264
"532",71300,4478,4551,0.496122313317084,0.504210059827166
"533",72200,5062,4658,0.520942677781208,0.47936605948338
"534",72300,14169,9689,0.593963529658353,0.406162230140432
"535",72330,3144,2891,0.521479515674241,0.479515674241168
"536",72800,17042,16749,0.504410110696738,0.495737879595099
"537",73600,3320,3182,0.510376633358955,0.489162182936203
"538",74050,1227,1226,0.500203832042397,0.499796167957603
"539",74550,1445,1369,0.51423487544484,0.487188612099644
"540",74560,237,226,0.511879049676026,0.488120950323974
"541",74660,3159,3032,0.510504201680672,0.489980607627666
"542",74680,1554,1613,0.490840176879343,0.509475679090335
"543",79399,3778,3132,0.546981323295208,0.453453018676705
"544",89399,195432,201425,0.492449421328085,0.507550578671915
"545",99399,2432,2090,0.537696219323458,0.462082688481097
